# initial_x = 0.1
x,y
1.38338,2.457
1.33495,-1.39828
1.44535,0.247618
1.37338,-0.605986
1.43908,-0.112777
1.33794,-0.257394
1.50766,0.164119
1.47755,-0.480962
1.32539,0.0845695
1.52903,0.294004
1.61078,1.02953
1.56815,-0.953917
1.45168,-0.663484
1.35365,0.26076
1.47987,-0.222946
1.31439,-0.138497
1.54403,0.723187
1.49792,-1.85599
1.24807,-0.226017
1.54741,2.0326
1.25721,-1.26772
1.47326,1.99652
1.49285,-1.21135
1.30828,0.614237
1.56396,1.25057
1.50121,-1.51
1.28237,0.277418
1.54974,1.417
1.50466,-1.43115
1.28376,0.24455
1.5505,1.38327
1.49649,-1.4939
1.28839,0.358123
1.54366,1.40629
1.48641,-1.58266
1.29141,0.473918
1.5482,1.44225
1.50565,-1.4471
1.27821,0.1225
1.5305,1.65235
1.51617,-1.276
1.27428,-0.0357456
1.52004,1.82273
1.51534,-1.1218
1.28281,0.0619476
1.53218,1.57594
1.49977,-1.43055
1.28351,0.24627
1.54383,1.42251
1.48333,-1.58265
1.28871,0.455396
1.55361,1.34713
1.48634,-1.58513
1.28525,0.354551
1.55087,1.36543
1.49792,-1.49959
1.28771,0.403887
1.55433,1.32988
1.49601,-1.51984
1.28779,0.402369
1.55546,1.32631
1.49639,-1.51579
1.28731,0.371064
1.55563,1.31783
1.49311,-1.53605
1.28885,0.40179
1.55807,1.30104
1.49361,-1.53528
1.28793,0.364281
1.54437,1.41905
1.49058,-1.55236
1.28945,0.391329
1.54684,1.40186


# initial_x = 0.95
x,y
0.950138,0.0276215
0.849057,-2.1592
1.39379,2.16633
1.43858,-1.50178
1.32445,1.01244
1.682,0.0138621
1.58703,-0.297364
1.64089,0.650803
1.59301,-0.746157
1.61171,0.700386
1.54361,-1.35911
1.28782,-0.730323
1.50159,1.85292
1.50506,-1.2041
1.29758,0.353969
1.55875,1.04964
1.44263,-1.87127
1.28565,1.0105
1.68365,-0.10097
1.58687,-0.221672
1.64792,0.491621
1.59758,-0.667422
1.61714,0.736161
1.55058,-1.29361
1.38806,-0.809068
1.41336,-0.010211
1.35735,-0.398609
1.46385,-0.111957
1.32062,-0.242208
1.53338,0.684993
1.59273,-1.33811
1.58819,0.253254
1.59541,-1.21876
1.59106,0.378837
1.5514,-1.54008
1.45448,-0.680048
1.3526,0.307772
1.48424,-0.27577
1.30874,-0.205691
1.54186,1.02323
1.4189,-2.00637
1.26597,1.26511
1.43229,-2.27273
1.25908,0.281993
1.54043,1.82012
1.49794,-1.07502
1.30411,0.366583
1.55513,0.875202
1.43193,-2.01977
1.28028,0.853521
1.6403,1.16468
1.50617,-0.841339
1.30733,0.288244
1.55355,0.736347
1.48178,-1.8884
1.26565,0.17183
1.53925,1.76626
1.51708,-1.01284
1.28972,0.115449
1.54864,1.28208
1.46472,-1.70214
1.29388,0.821293
1.60997,1.44246
1.50822,-0.890269
1.30213,0.200144
1.54699,0.987375
1.43067,-2.00019
1.28176,1.00073
1.68339,-0.164765
1.58682,-0.230468
1.65033,0.428599
1.59843,-0.664925
1.62335,0.688233
1.55843,-1.22105
1.46984,-0.602819
1.33782,0.251187
1.51175,0.0365815
1.38558,-0.717463
1.41454,-0.0932943
1.36,-0.305568


# initial_x = 1
x,y
1.0001,0.0199923
0.991209,-2.54977
1.31237,1.83284
1.18216,-2.12419
1.45089,0.81433
1.67272,0.199512
1.59896,-0.338089
1.6536,0.244006
1.61021,-0.594967
1.64606,0.290626
1.60052,-0.777042
1.61636,0.693991
1.54618,-1.34939
1.35952,-0.829668
1.46017,0.0153441
1.3208,-0.437655
1.53256,0.724336
1.55047,-1.63647
1.45001,-0.696334
1.35707,0.318765
1.47409,-0.320396
1.3197,-0.0580881
1.53772,0.546978
1.63079,-0.961491
1.62585,0.311196
1.57635,-1.21423
1.56232,-0.00921553
1.6365,0.797755
1.58485,-0.762668
1.59457,0.753114
1.5128,-1.62084
1.25336,-0.281595
1.51649,2.16776
1.27747,-1.30339
1.5167,1.20298
1.37427,-2.08566
1.25906,1.51998
1.14375,-2.38796
1.36222,1.45604
1.25699,-2.38938
1.23981,1.77537
1.10862,-2.12532
1.48201,1.11677
1.39159,-2.18914
1.24896,1.37368
1.26112,-2.49243
1.18658,1.84779
1.08923,-1.9974
1.45468,1.93427
1.46153,-1.48827
1.30848,0.945011
1.6634,0.813058
1.54402,-0.635053
1.30689,-0.711578
1.52123,1.27994
1.39497,-2.01522
1.27054,1.39164
1.26729,-2.45936
1.2045,1.84657
1.09,-2.01106
1.45888,1.79072
1.41295,-1.7878
1.28949,1.28103
1.47365,-2.12802
1.23992,-0.220542
1.55124,2.0659
1.21956,-1.2016
1.48396,2.448
1.09502,-0.674675
1.46197,-2.50993
1.21421,-0.425272
1.64312,1.5336
1.16467,-0.96754
1.72338,0.233648
1.16995,-0.83947
1.72222,0.0207111
1.20912,-0.973057
1.6179,1.85113
1.10099,-0.490701
1.49278,-2.37282


# initial_x = 1.05
x,y
1.05006,0.0116139
1.20394,-2.75661
1.1078,1.93381
1.09416,-1.83607
1.39959,2.62096
1.10281,-0.86466
1.5506,-2.19876
1.26272,-0.880663
1.46726,2.34837
1.23908,-1.30682
1.44315,2.2563
1.42195,-1.29438
1.36491,0.733656
1.56891,1.29212
1.51768,-1.40538
1.26242,-0.196284
1.51124,2.07528
1.40492,-1.27087
1.37766,0.619039
1.54172,0.184169
1.61487,0.977476
1.56945,-0.952865
1.4747,-0.578736
1.33228,0.204729
1.52021,0.132434
1.53113,-0.128261
1.44073,-0.667495
1.35729,0.216293
1.46026,-0.342525
1.33249,0.00992901
1.51593,0.152392
1.53287,-0.125147
1.48,-0.458342
1.32561,0.130112
1.52941,0.208401
1.59638,1.08908
1.54553,-1.23419
1.30488,-0.797826
1.52281,1.22625
1.38508,-2.06093
1.25511,1.44899
1.22796,-2.46005
1.24536,1.81729
1.12366,-2.07382
1.4832,1.23318
1.33389,-2.24439
1.23566,1.63589
1.09754,-2.24404
1.45849,1.01478
1.52587,-1.82361
1.29308,-0.830385
1.49871,1.69944
1.47109,-1.57314
1.30051,0.788145
1.59157,1.54112
1.51895,-0.891092
1.28658,-0.028609
1.52899,1.5562
1.49076,-1.50381
1.29278,0.406951
1.54999,1.3421
1.48044,-1.6279
1.28767,0.521726
1.55226,1.43212
1.50795,-1.42462
1.27308,0.0419536
1.52564,1.78757
1.5151,-1.13704
1.28079,0.015329
1.53056,1.6427
1.50819,-1.32869
1.27825,0.0675925
1.53368,1.64123
1.51092,-1.2989
1.27552,-0.0082931
1.52889,1.74756
1.52325,-1.07998
1.27976,5.63601e-07
1.53381,1.64005
1.52014,-1.20875


# initial_x = 1.1
x,y
1.10001,0.00244864
1.46449,-2.402
1.22953,-0.528459
1.6032,1.85856
1.13323,-0.868316
1.68464,-1.11036
1.29199,-1.08045
1.5103,1.34752
1.38477,-2.02732
1.27016,1.44771
1.21767,-2.44047
1.26921,1.76932
1.11672,-2.13955
1.47026,1.02192
1.5198,-1.84558
1.28561,-0.82415
1.49397,1.83489
1.49403,-1.3577
1.29488,0.448647
1.55399,1.19547
1.45177,-1.80853
1.28688,0.853201
1.62523,1.30606
1.50162,-0.936851
1.30359,0.256112
1.5522,0.847485
1.43605,-2.02845
1.28053,0.745903
1.5944,1.52518
1.51092,-0.892662
1.30138,0.239576
1.55387,0.905666
1.43813,-1.9689
1.27867,1.00655
1.68332,-0.204038
1.58446,-0.22223
1.63694,0.690136
1.58181,-0.890257
1.59214,0.62416
1.50723,-1.70662
1.25308,-0.321029
1.52644,2.15436
1.23126,-1.25693
1.43335,2.45343
1.22762,-1.29063
1.44832,2.42605
1.19716,-1.21576
1.56068,2.22019
1.08416,-0.30406
1.39883,-2.60871
1.24577,0.283327
1.54999,1.9105
1.42145,-1.19313
1.37273,0.607157
1.55418,0.482025
1.6274,-0.96272
1.62665,0.292531
1.57445,-1.2033
1.52898,-0.282943
1.33429,-0.747958
1.50698,0.340598
1.58206,0.751373
1.48845,-1.75675
1.2744,0.282868
1.54476,1.58909
1.52925,-1.14699
1.269,-0.17887
1.51899,1.9662
1.46285,-1.13899
1.33534,0.755551
1.57668,1.34687
1.54245,-1.1156
1.274,-0.592237
1.49804,2.09288
1.41328,-1.26396
1.37633,0.633992
1.5597,0.632681
1.53717,-1.66228
1.32995,-0.885491
1.50616,0.410691


# initial_x = 1.15
x,y
1.14996,-0.00754071
1.67303,-1.0285
1.48422,-0.750405
1.32804,0.37624
1.54147,0.258767
1.65205,0.61833
1.59271,-0.58862
1.62224,0.797282
1.57245,-1.04815
1.52685,-0.299028
1.33585,-0.696633
1.51525,0.421219
1.62851,0.946388
1.57775,-0.734927
1.56639,0.163367
1.66258,-0.0839553
1.61673,-0.350347
1.6487,-0.237295
1.6276,-0.407873
1.64544,-0.166887
1.62261,-0.603862
1.64612,0.0315134
1.61508,-0.694825
1.64383,0.248162
1.59827,-0.848019
1.61131,0.673497
1.53171,-1.47609
1.29031,-0.730997
1.49965,1.84167
1.50706,-1.21823
1.29558,0.36197
1.5564,1.10846
1.45067,-1.82356
1.28581,0.979755
1.68424,0.172602
1.56767,-0.404303
1.56682,0.226411
1.65572,-0.433597
1.62713,-0.164091
1.6272,-0.704565
1.64134,0.165102
1.60604,-0.837465
1.62749,0.554829
1.57177,-1.11971
1.4983,-0.472634
1.30544,-0.0478125
1.54197,0.995007
1.42093,-2.03855
1.27928,1.07777
1.64429,-1.04699
1.6007,0.132059
1.60721,-1.06748
1.6077,0.553138
1.53037,-1.54665
1.28749,-0.719567
1.4891,1.97201
1.49177,-1.2145
1.30423,0.485752
1.5585,1.02637
1.43213,-1.94085
1.28155,0.983869
1.68404,0.207931
1.56771,-0.382986
1.56186,0.182758
1.66161,0.221407
1.60854,-0.419958
1.65017,0.243671
1.60258,-0.759728
1.63255,0.596979
1.5807,-1.01058
1.57882,0.242747
1.61567,-1.05024
1.61839,0.456206
1.54491,-1.44138
1.38462,-0.831541
1.41614,-0.0220822
1.35758,-0.343203
1.47059,-0.0946844
1.31457,-0.314847
1.5358,0.906805


# initial_x = 1.2
x,y
1.19991,-0.0183916
1.67959,0.977043
1.28045,-1.18997
1.50448,1.54255
1.41679,-1.84682
1.28469,1.22847
1.51289,-1.99228
1.29718,-0.825474
1.50408,1.67164
1.46655,-1.59597
1.29605,0.794506
1.58947,1.52318
1.52095,-0.933657
1.27998,-0.132212
1.5204,1.79158
1.51012,-1.19331
1.28355,0.0824744
1.5391,1.50058
1.50449,-1.4094
1.28691,0.31851
1.55218,1.31398
1.48575,-1.5853
1.29179,0.56108
1.56132,1.41906
1.52859,-1.23542
1.26456,-0.244214
1.52025,2.03115
1.39923,-1.26176
1.39029,0.509864
1.50516,-0.155014
1.30134,-0.456298
1.5273,1.45131
1.45998,-1.68066
1.29311,0.955836
1.67736,0.497879
1.55053,-0.557507
1.35623,-0.789054
1.46418,-0.02464
1.32145,-0.413121
1.53626,0.759267
1.50977,-1.81233
1.24688,-0.396905
1.54642,2.09881
1.19225,-1.13082
1.62601,1.82261
1.09725,-0.364176
1.46719,-2.4394
1.21997,-0.409449
1.63866,1.55951
1.16343,-0.959486
1.7243,0.0896121
1.18715,-0.886317
1.70523,0.826656
1.14752,-0.775914
1.70018,-0.813222
1.29882,-1.09241
1.52366,1.06336
1.39031,-2.10799
1.25347,1.43778
1.19805,-2.46785
1.25755,1.79885
1.11978,-2.11657
1.47287,1.08899
1.4639,-2.04357
1.26398,0.197486
1.52827,1.85991
1.51013,-1.03582
1.29614,0.191484
1.54589,1.16191
1.43017,-1.91912
1.28495,1.09031
1.6402,-1.0913
1.60034,0.154092
1.59163,-1.24536
1.60205,0.529857
1.52516,-1.60753
1.27561,-0.666825
1.48031,2.1939
1.3807,-1.33215
1.3969,0.489308


# initial_x = 1.25
x,y
1.24985,-0.0301413
1.54475,1.97098
1.35403,-1.28643
1.43457,0.218802
1.35452,-0.598565
1.46953,-0.0200157
1.3157,-0.387601
1.53281,0.94953
1.44031,-2.03159
1.28243,0.769186
1.60484,1.49333
1.49642,-0.950803
1.31396,0.372556
1.55194,0.751823
1.48937,-1.87896
1.25053,-0.165616
1.52865,2.09149
1.30475,-1.32109
1.49451,0.507989
1.59447,1.13229
1.54394,-1.22264
1.31214,-0.760008
1.5259,1.1706
1.38,-2.09173
1.25548,1.44587
1.21741,-2.46327
1.25609,1.80019
1.12211,-2.08842
1.48461,1.13788
1.38206,-2.19176
1.24014,1.47875
1.15969,-2.42698
1.32461,1.61533
1.17738,-2.30487
1.39198,1.25364
1.41452,-2.22986
1.27127,0.915345
1.68092,0.44404
1.54251,-0.601695
1.30253,-0.681276
1.51411,1.47153
1.42863,-1.83631
1.28645,1.19402
1.54308,-1.83885
1.37155,-0.901252
1.43201,-0.0233124
1.34242,-0.337545
1.50505,0.137262
1.46368,-0.563191
1.33663,0.187924
1.50705,-0.0367691
1.35837,-0.682916
1.47118,0.0312781
1.3178,-0.479682
1.53133,0.902212
1.45898,-1.99613
1.27581,0.397022
1.54208,1.65757
1.53026,-1.11307
1.26612,-0.3339
1.50077,2.12531
1.39274,-1.29252
1.38843,0.54561
1.49866,-0.233152
1.29922,-0.334284
1.52337,1.4638
1.44911,-1.75206
1.29412,0.986317
1.68375,0.154714
1.5751,-0.371277
1.60336,0.782989
1.52635,-1.46813
1.25642,-0.419807
1.52509,2.13209
1.25045,-1.27662
1.46396,2.11823
1.46636,-1.2038
1.32743,0.815479
1.5904,1.4307
1.54625,-0.835412


# initial_x = 1.3
x,y
1.29979,-0.0428272
1.54693,1.11305
1.42526,-1.9282
1.2765,1.21213
1.50121,-2.05322
1.27789,-0.785912
1.48211,2.10877
1.45099,-1.19283
1.34227,0.806292
1.58329,1.39905
1.5524,-0.915156
1.31125,-0.753977
1.5314,1.07309
1.39525,-2.06967
1.25878,1.41292
1.22554,-2.48274
1.21963,1.85224
1.10704,-2.03945
1.4732,1.49477
1.33871,-2.10225
1.28973,1.51787
1.18386,-2.3809
1.34619,1.51321
1.20773,-2.3731
1.30986,1.61675
1.16204,-2.30555
1.40343,1.19987
1.45209,-2.13368
1.26534,0.29018
1.53249,1.81534
1.52023,-1.01282
1.28301,-0.0114546
1.52514,1.64394
1.50703,-1.36113
1.28328,0.162515
1.53643,1.51679
1.49642,-1.48068
1.28773,0.2918
1.54528,1.3893
1.48075,-1.612
1.2886,0.529603
1.55294,1.42433
1.50736,-1.43091
1.27321,0.0463068
1.52629,1.77974
1.51539,-1.14224
1.28,0.0022783
1.52936,1.67005
1.51054,-1.29202
1.27731,0.0283773
1.53087,1.69174
1.52496,-1.13324
1.27589,-0.0339372
1.52772,1.75996
1.52202,-1.07772
1.28144,0.026259
1.53692,1.5771
1.51456,-1.29339
1.28001,0.10622
1.54195,1.53755
1.5142,-1.3093
1.27846,0.0781896
1.52463,1.69635
1.51839,-1.24498
1.27531,-0.0170251
1.51789,1.81755
1.51929,-1.12005
1.27962,-0.0164667
1.52299,1.71651
1.51587,-1.24376
1.27706,-0.00401014
1.52354,1.74867
1.51791,-1.18808
1.27609,-0.0557895
1.52135,1.79273
1.51555,-1.15522
1.2803,0.0270359
1.52913,1.6569
1.51026,-1.30985
1.27767,0.0567435


# initial_x = 1.35
x,y
1.34972,-0.0564867
1.47603,-0.199692
1.31334,-0.234597
1.54086,0.910404
1.41947,-2.08284
1.27627,0.962469
1.68343,0.292356
1.56017,-0.448377
1.48179,-0.503906
1.32381,0.121581
1.5311,0.346137
1.62831,0.941532
1.57557,-0.817287
1.57636,0.38388
1.59486,-1.26138
1.59953,0.373326
1.54043,-1.5533
1.31455,-0.844771
1.52249,0.936577
1.45976,-2.00387
1.27438,0.381551
1.5399,1.67931
1.53064,-1.09636
1.26684,-0.318843
1.49986,2.12101
1.4034,-1.27494
1.3849,0.551172
1.53739,0.136375
1.59108,0.865358
1.50906,-1.57696
1.26553,0.00761774
1.52859,1.88365
1.49159,-1.05826
1.31605,0.563287
1.56454,0.972387
1.45118,-1.86201
1.28613,0.901219
1.66556,0.795819
1.5253,-0.736426
1.28158,-0.197318
1.50862,1.84648
1.51589,-1.15564
1.28395,0.0789409
1.53127,1.55526
1.49703,-1.46668
1.28884,0.319121
1.54535,1.37427
1.47849,-1.63147
1.2941,0.544163
1.55315,1.49218
1.52363,-1.27839
1.26581,-0.235746
1.5082,2.0997
1.38784,-1.29939
1.39251,0.507715
1.47868,-0.358
1.3194,-0.0319563
1.53596,0.533524
1.65347,-0.574172
1.62773,-0.086774
1.61107,-0.903611
1.62601,0.518114
1.57078,-1.15544
1.4818,-0.554768
1.32592,0.179519
1.52913,0.289813
1.60158,1.05816
1.5481,-1.20434
1.34533,-0.810975
1.49134,0.185958
1.42664,-0.665662
1.36836,0.136576
1.43099,-0.412614
1.35809,-0.0637315
1.45527,-0.261956
1.33417,-0.0804093
1.51269,0.174135
1.50815,-0.296215
1.29418,-0.389903
1.51531,1.63472


# initial_x = 1.4
x,y
1.39964,-0.0711571
1.37556,-0.382079
1.42457,-0.21795
1.35686,-0.185982
1.46158,-0.237596
1.3248,-0.145508
1.53302,0.43369
1.66651,0.115619
1.61234,-0.31738
1.64996,-0.254215
1.62705,-0.397346
1.64484,-0.223973
1.62452,-0.576962
1.64544,-0.0757619
1.61981,-0.64463
1.64622,0.0540624
1.60759,-0.764951
1.63188,0.532233
1.58046,-1.01837
1.55401,-0.0133879
1.60025,0.904075
1.53385,-1.37645
1.2609,-0.488236
1.51138,2.1783
1.26613,-1.29378
1.49271,1.70257
1.44864,-1.66859
1.29637,0.973659
1.67709,0.494532
1.5555,-0.508447
1.40467,-0.747681
1.39304,0.025262
1.38662,-0.400565
1.41121,-0.212119
1.36733,-0.26704
1.43925,-0.231441
1.34582,-0.12063
1.48752,-0.118734
1.31049,-0.452327
1.53448,1.16586
1.41066,-1.97691
1.26513,1.36245
1.30471,-2.46433
1.18951,1.72438
1.06327,-2.08247
1.4646,1.73449
1.40932,-1.79681
1.29745,1.30387
1.39844,-2.33537
1.26896,0.780943
1.62384,1.34534
1.48953,-0.927849
1.32179,0.525093
1.56019,0.717827
1.48156,-1.87456
1.26783,0.206162
1.54113,1.71831
1.52486,-1.02253
1.27842,-0.065636
1.53073,1.70912
1.52038,-1.13866
1.27923,0.00339636
1.52045,1.73488
1.51852,-1.2206
1.2766,-0.00731681
1.51942,1.78532
1.52002,-1.15169
1.27702,-0.0435887
1.51913,1.79165
1.51814,-1.15577
1.27857,-0.0234429
1.52344,1.73157
1.51644,-1.21926
1.27657,-0.0321439
1.52319,1.76618
1.51655,-1.1746
1.27803,-0.00473623
1.52523,1.73506
1.51493,-1.21246
1.27728,-0.00598874


# initial_x = 1.45
x,y
1.44957,-0.0868758
1.32883,-0.278849
1.52462,0.41092
1.63937,0.833941
1.57974,-0.732197
1.5932,0.694289
1.50228,-1.7004
1.2559,-0.178959
1.52286,2.10152
1.31751,-1.33195
1.47317,0.3199
1.43723,-0.597079
1.36205,0.121336
1.4491,-0.333482
1.34366,-0.00898639
1.48992,-0.139073
1.30894,-0.450507
1.5337,1.21428
1.41536,-1.94112
1.26937,1.33461
1.34346,-2.42938
1.22232,1.46751
1.15989,-2.43048
1.33809,1.57715
1.18479,-2.30043
1.3879,1.27442
1.39591,-2.28738
1.26787,0.953229
1.68499,0.229323
1.56112,-0.429686
1.49809,-0.413351
1.30407,-0.0971711
1.53901,1.09666
1.41346,-2.01804
1.27416,1.22491
1.48009,-2.11725
1.23794,-0.291354
1.57608,1.94452
1.19259,-1.12185
1.62517,1.8234
1.09972,-0.373333
1.46006,-2.46528
1.21907,-0.389096
1.62582,1.67671
1.16576,-0.979434
1.7228,0.295385
1.16784,-0.820574
1.72107,-0.136937
1.21902,-1.03337
1.52454,2.33291
1.09167,-0.566923
1.45607,-2.50258
1.21928,-0.253358
1.63574,1.5531
1.1928,-1.06103
1.65147,1.59708
1.10553,-0.455216
1.51173,-2.29489
1.24254,-0.762748
1.53262,2.22381
1.12656,-0.874908
1.6454,-1.56452
1.31042,-1.02701
1.52076,0.973959
1.42193,-2.10664
1.2734,0.930296
1.67314,0.660885
1.53242,-0.715485
1.28392,-0.482702
1.49832,1.98089
1.48442,-1.18667
1.31142,0.570927
1.56216,1.06418
1.4431,-1.87755
1.28681,0.857845
1.63751,1.18303
1.50897,-0.840485
1.3037,0.228747
1.55384,0.832632
1.44795,-1.96992


# initial_x = 1.5
x,y
1.49948,-0.10368
1.30872,-0.562303
1.52784,1.20115
1.39462,-2.04047
1.27027,1.36918
1.2813,-2.46293
1.19657,1.82405
1.0951,-2.00904
1.44402,1.97907
1.45337,-1.53611
1.30344,0.976082
1.67035,0.661526
1.54531,-0.660092
1.34323,-0.759722
1.49812,0.22076
1.49954,-0.380159
1.29912,-0.231957
1.53475,1.36547
1.45503,-1.73105
1.289,1.0127
1.68411,-0.0529636
1.58138,-0.263526
1.61923,0.855078
1.56308,-1.11092
1.48924,-0.493911
1.3178,0.105051
1.54191,0.423304
1.65621,-0.492712
1.62746,-0.078967
1.61671,-0.827875
1.62946,0.49685
1.57055,-1.17485
1.54335,-0.101173
1.52462,-0.204249
1.34112,-0.745292
1.4946,0.215935
1.44544,-0.595973
1.35557,0.156824
1.46646,-0.277678
1.32681,-0.0581476
1.5256,0.360996
1.61295,1.06087
1.56687,-0.953278
1.51146,-0.340071
1.29319,-0.300763
1.52752,1.56972
1.49478,-1.44494
1.29412,0.468417
1.56018,1.25251
1.48853,-1.58231
1.28968,0.453492
1.54588,1.45214
1.50444,-1.45553
1.28036,0.174651
1.53311,1.58972
1.50972,-1.36371
1.27911,0.0967978
1.52961,1.64827
1.51422,-1.2961
1.27604,0.00435132
1.52353,1.76203
1.51837,-1.16763
1.27683,-0.0248437
1.52133,1.78982
1.51542,-1.16016
1.28016,0.0264939
1.52913,1.65943
1.51054,-1.30555
1.2775,0.0502829
1.53043,1.6836
1.51388,-1.25183
1.27541,-0.0286625
1.52571,1.78005
1.51147,-1.16801
1.28244,0.0437546
1.53687,1.55318
1.51145,-1.33493
1.28272,0.188302
1.54595,1.43702
1.50143,-1.4477


# initial_x = 1.55
x,y
1.54939,-0.121607
1.57255,0.328446
1.60576,-1.16409
1.6057,0.466465
1.52735,-1.60045
1.29371,-0.7639
1.50574,1.72715
1.49592,-1.37921
1.29733,0.528175
1.56027,1.2694
1.49575,-1.53847
1.2864,0.376796
1.55478,1.34215
1.49798,-1.49959
1.28658,0.338004
1.55496,1.32008
1.49125,-1.54554
1.28988,0.424142
1.54582,1.41985
1.49536,-1.5244
1.28652,0.322179
1.54308,1.43259
1.49041,-1.54808
1.28983,0.388864
1.54747,1.39157
1.4886,-1.56871
1.28962,0.381842
1.54837,1.39036
1.48897,-1.56427
1.28534,0.391501
1.54865,1.38118
1.48555,-1.58445
1.28673,0.4229
1.55119,1.36513
1.48615,-1.5831
1.28596,0.383672
1.55103,1.36089
1.48294,-1.60016
1.2874,0.412616
1.55349,1.34288
1.49845,-1.50268
1.28684,0.383179
1.55368,1.33745
1.49599,-1.5172
1.28796,0.401144
1.55569,1.32156
1.49551,-1.5223
1.28769,0.380876
1.55622,1.3142
1.49343,-1.53468
1.28855,0.391016
1.54428,1.42245
1.49264,-1.54106
1.28847,0.37658
1.54511,1.41403
1.49079,-1.5522
1.28916,0.382012
1.54672,1.40145
1.4898,-1.55932
1.2892,0.371127
1.54767,1.39221
1.48808,-1.56966
1.28584,0.413426
1.54914,1.38016
1.48695,-1.57724
1.28604,0.404824
1.55016,1.37038
1.48532,-1.58704
1.28654,0.405632
1.55154,1.35863
1.4841,-1.5949
1.28678,0.398527
1.5526,1.34847
1.48251,-1.60431
1.28724,0.398058
1.55391,1.3369
1.49685,-1.51264
1.2875,0.391977
1.555,1.32645
1.49539,-1.52227


# initial_x = 1.6
x,y
1.5993,-0.140694
1.65197,-0.346125
1.6285,-0.292622
1.63817,-0.46147
1.63628,-0.343624
1.63124,-0.505081
1.64296,-0.162834
1.62368,-0.578709
1.6451,0.151008
1.60286,-0.847156
1.62648,0.639226
1.57214,-1.11442
1.53231,-0.270351
1.38848,-0.727259
1.41299,-0.0581434
1.35876,-0.367448
1.46002,-0.139443
1.32456,-0.202826
1.52977,0.528486
1.66632,-0.0983547
1.61598,-0.30578
1.64459,-0.389962
1.6357,-0.244034
1.62685,-0.637392
1.64381,-0.0031892
1.61472,-0.733552
1.64286,0.254275
1.59546,-0.888716
1.60732,0.645557
1.53468,-1.4614
1.2637,-0.570983
1.50042,2.21689
1.27167,-1.29961
1.50026,1.54948
1.41048,-1.86934
1.28124,1.28603
1.44031,-2.23788
1.25999,0.217489
1.53534,1.86736
1.49114,-1.07676
1.31059,0.507198
1.55744,0.897341
1.43842,-1.9843
1.27976,0.84122
1.6278,1.29458
1.49594,-0.952246
1.30941,0.35003
1.55298,0.711551
1.48476,-1.9091
1.25019,-0.186683
1.53816,2.06396
1.28415,-1.28012
1.51119,1.25049
1.36324,-2.1194
1.25163,1.53458
1.15473,-2.38481
1.36997,1.42309
1.26826,-2.37404
1.24907,1.76
1.09721,-2.12378
1.47673,1.16359
1.37882,-2.22562
1.2417,1.39699
1.26115,-2.4781
1.20289,1.85229
1.10687,-2.00217
1.45735,1.84173
1.42793,-1.70998
1.29572,1.16926
1.60558,-1.42714
1.58414,0.0724816
1.64591,-0.587595
1.63412,-0.0294369
1.60366,-0.969296
1.62608,0.567883
1.56535,-1.20866
1.50687,-0.391786
1.29749,-0.16251
1.53942,1.31616
1.45077,-1.76103


# initial_x = 1.65
x,y
1.64919,-0.160978
1.62115,-0.580913
1.64694,-0.0319263
1.61746,-0.659724
1.64622,0.112217
1.60453,-0.790479
1.62674,0.593222
1.57238,-1.10066
1.49709,-0.473497
1.30737,-0.020548
1.54214,0.920812
1.44049,-2.01584
1.28397,0.771419
1.60756,1.46948
1.49619,-0.956002
1.31372,0.358744
1.55235,0.742553
1.4874,-1.88923
1.25205,-0.132818
1.53027,2.07951
1.30718,-1.32593
1.48979,0.441642
1.57755,0.719523
1.47442,-1.86588
1.26907,0.202056
1.5363,1.72811
1.51866,-1.12735
1.27542,-0.106652
1.52113,1.84197
1.51454,-1.04627
1.29362,0.217322
1.55201,1.13877
1.44471,-1.8413
1.28369,1.05501
1.67032,-0.623731
1.59933,-0.0100195
1.64403,-0.563351
1.63486,-0.165358
1.6185,-0.753106
1.63916,0.322926
1.59372,-0.915898
1.59593,0.592841
1.51114,-1.68377
1.2544,-0.419663
1.52247,2.18585
1.20808,-1.21855
1.4856,2.48221
1.08433,-0.530262
1.38941,-2.67224
1.23695,0.171328
1.57131,1.85125
1.34819,-1.26002
1.44675,0.211658
1.34769,-0.595841
1.48752,0.115945
1.34415,-0.660585
1.49776,0.14677
1.45407,-0.542903
1.34937,0.188436
1.47856,-0.267162
1.31295,-0.173118
1.54255,0.850433
1.45565,-1.9732
1.27967,0.672136
1.5764,1.59061
1.52581,-0.889515
1.2814,-0.080832
1.52996,1.67403
1.51927,-1.19534
1.27907,0.039973
1.53753,1.60847
1.51916,-1.22942
1.27626,0.000378225
1.53516,1.68606
1.52125,-1.13508
1.27716,-0.0414268
1.51737,1.80142
1.51922,-1.14671
1.27856,-0.0195477
1.52176,1.74281


# initial_x = 1.7
x,y
1.69909,-0.182497
1.48848,-0.83528
1.31808,0.35004
1.54683,0.470062
1.63233,-0.929802
1.6282,0.255289
1.58054,-1.18004
1.57823,0.344244
1.61326,-1.07596
1.61833,0.443746
1.55554,-1.34678
1.37268,-0.849199
1.4317,-0.0513134
1.34283,-0.314842
1.50343,0.11044
1.43113,-0.66813
1.36469,0.162899
1.44015,-0.399672
1.35044,0.0204655
1.47388,-0.187471
1.31547,-0.201845
1.53721,0.801591
1.49999,-1.85932
