# initial_x = 0.1
x,y
1.36907,-0.23348
1.43375,-0.31169
1.34941,-0.107867
1.47932,-0.150732
1.31152,-0.295617
1.53723,1.0692
1.39857,-2.07169
1.261,1.31215


# initial_x = 0.35
x,y
0.350372,0.074345
0.693573,-2.49926
1.11818,2.40179
1.21772,-1.59944
1.4881,1.71134
1.45116,-1.63442
1.29999,1.03694
1.68104,-0.213266
1.59404,-0.15204
1.65754,-0.0346169
1.61812,-0.434892
1.6498,-0.0132305
1.61336,-0.688482
1.6452,0.263527
1.60123,-0.827195
1.62679,0.571484
1.56697,-1.15684
1.47434,-0.606803
1.33005,0.255048
1.52157,0.122056
1.54403,-0.0170701
1.58221,0.788006
1.48768,-1.76992
1.26896,0.124335
1.52641,1.81795
1.51759,-1.07143
1.28276,-0.00223214
1.52895,1.61594
1.50436,-1.38458
1.28171,0.193834
1.53914,1.49778
1.49422,-1.49497
1.28494,0.314818
1.54739,1.37349
1.47843,-1.62422
1.28949,0.513657
1.55533,1.39277
1.50208,-1.47145
1.27514,0.0859225
1.53333,1.68775
1.52672,-1.11159
1.27439,-0.0760077
1.52441,1.82125
1.51519,-1.05116
1.29193,0.181926
1.55118,1.1928
1.45137,-1.7928
1.28839,0.979742
1.68427,0.153087
1.5682,-0.408684
1.57198,0.296638
1.62902,-0.894959
1.62594,0.383145
1.56758,-1.26337
1.52886,-0.240483
1.32828,-0.703244
1.52481,0.534262
1.66212,-0.362198
1.62366,-0.117248
1.61728,-0.879436
1.63633,0.351475
1.58651,-1.03796
1.59081,0.59444
1.5223,-1.646
1.25703,-0.575642
1.49368,2.2925
1.22188,-1.24242
1.46464,2.47157
1.11303,-0.851852
1.58708,-1.99465
1.283,-0.998524
1.49638,1.71973
1.46828,-1.57358
1.30353,0.770121
1.59181,1.52137
1.51969,-0.916985
1.283,-0.0689235
1.5247,1.68815
1.50893,-1.30514
1.27984,0.0943323


# initial_x = 0.4
x,y
0.400364,0.0727883
0.564981,-1.85684
1.27218,2.65881
1.18977,-1.32802
1.51578,2.39921
1.07852,-0.337753
1.35027,-2.70564
1.25067,0.730133
1.62639,1.36267
1.46081,-1.06204
1.33588,0.664178
1.56481,0.93728
1.44249,-1.93039
1.28322,0.824243
1.61999,1.35407
1.49624,-0.971386
1.30822,0.329763
1.55391,0.731864
1.48686,-1.86848
1.26212,0.100724
1.53478,1.85742
1.49272,-1.04655
1.31555,0.543862
1.56387,0.927038
1.44752,-1.89713
1.28458,0.9176
1.67295,0.64337
1.5348,-0.670814
1.27971,-0.463029
1.48859,2.05225
1.48304,-1.1395
1.31976,0.630075
1.55813,1.27943
1.48919,-1.6012
1.28649,0.356532
1.54498,1.44481
1.497,-1.50073
1.28513,0.256667
1.54265,1.44699
1.49033,-1.53886
1.28605,0.390258
1.54887,1.36466
1.48169,-1.61148
1.28796,0.482739
1.55287,1.38742
1.4965,-1.51338
1.27996,0.212543
1.54152,1.51334
1.50053,-1.44093
1.28008,0.161407
1.54048,1.53021
1.51458,-1.32264
1.27982,0.139014
1.5406,1.5408
1.51549,-1.30639
1.2787,0.100173
1.53929,1.58203
1.51924,-1.24878
1.2759,0.0118644
1.53412,1.69575
1.52238,-1.12219
1.27705,-0.0429431
1.51548,1.81665
1.51998,-1.1324
1.27907,-0.010886
1.52113,1.7368
1.51788,-1.21791
1.27665,-0.0159312
1.52069,1.77828
1.51886,-1.16028
1.27724,-0.0431727
1.52114,1.77386
1.51719,-1.17319
1.27801,-0.0316362
1.52425,1.73649
1.51593,-1.21097
1.27695,-0.00449439
1.5245,1.75678
1.51534,-1.18596
1.27815,-0.00465508


# initial_x = 0.45
x,y
0.450355,0.0709315
0.5211,-1.3045
1.74489,0.817766
1.11322,0.801234
1.33639,-2.56229
1.23991,1.23334
1.43014,-2.29128
1.25885,0.303041
1.54047,1.81968
1.50004,-1.06348
1.30259,0.345129
1.55395,0.903265
1.42978,-2.0178
1.27874,0.917545
1.66765,0.770331
1.5239,-0.782239
1.27997,-0.280126
1.51194,1.90085
1.50584,-1.06891
1.30298,0.385211
1.55792,0.92782
1.44093,-1.93732
1.28029,1.0017
1.68416,-0.134897
1.58171,-0.256662
1.62445,0.815815
1.56827,-1.05094
1.53747,-0.158491
1.45031,-0.625428
1.35013,0.25011
1.47752,-0.24058
1.31504,-0.151959
1.538,0.776455
1.51326,-1.80508
1.25458,-0.615995
1.49672,2.29524
1.20105,-1.2019
1.54637,2.26729
1.08443,-0.369384
1.38097,-2.65917
1.24587,0.378008
1.5601,1.82517
1.43961,-1.17493
1.34894,0.730706
1.56822,1.10307
1.4702,-1.74362
1.28613,0.53903
1.55525,1.47854
1.52016,-1.29936
1.26556,-0.239175
1.51388,2.06366
1.40393,-1.23989
1.38781,0.537714
1.50886,-0.192924
1.31236,-0.563425
1.52926,1.20294
1.39002,-2.04481
1.261,1.39738
1.2749,-2.47077
1.20142,1.82049
1.09093,-2.00848
1.44959,1.94864
1.46351,-1.48065
1.30518,0.979093
1.67647,0.492133
1.55752,-0.505733
1.43354,-0.690496
1.36772,0.177181
1.44044,-0.380049
1.3527,0.00159372
1.46701,-0.267084
1.32211,-0.118552
1.53608,0.500656
1.64932,-0.679312
1.62816,0.0235731
1.60383,-0.998307
1.61838,0.638645
1.5574,-1.28502
1.40846,-0.818833
1.38639,0.144181


# initial_x = 0.5
x,y
0.500344,0.0687373
0.530704,-0.894909
1.13551,-3.15452
1.03615,1.88168
1.05141,-1.68172
1.60086,2.11474
1.09158,0.179864
1.4352,-2.44655
1.23879,0.0453434
1.56736,1.8979
1.31089,-1.27895
1.50062,0.500326
1.62341,1.01044
1.57448,-0.761732
1.54476,-0.0964718
1.56497,0.197021
1.65933,-0.297703
1.6252,-0.237303
1.6334,-0.578802
1.64181,0.049189
1.60653,-0.857582
1.62985,0.576674
1.577,-1.07851
1.56037,0.00182266
1.62966,0.882131
1.58132,-0.807213
1.58844,0.436204
1.53128,-1.63266
1.28085,-0.753378
1.47636,2.06903
1.48617,-1.16466
1.3162,0.608371
1.55722,1.2675
1.48379,-1.63545
1.28926,0.441912
1.54805,1.45032
1.50565,-1.44092
1.27764,0.0995775
1.53057,1.66631
1.51668,-1.25651
1.27403,-0.0298229
1.51974,1.84306
1.51082,-1.11992
1.28797,0.140588
1.54232,1.36355
1.46187,-1.71237
1.29138,0.758249
1.58353,1.5507
1.52159,-0.952784
1.27826,-0.162943
1.51848,1.84112
1.51563,-1.05923
1.2919,0.19925
1.55054,1.19493
1.45237,-1.79053
1.28707,0.989337
1.68452,0.108263
1.57186,-0.364892
1.58633,0.601461
1.49566,-1.78905
1.25224,-0.235228
1.5332,2.09035
1.27801,-1.2785
1.50393,1.45758
1.38992,-1.96599
1.27121,1.40962
1.28166,-2.45816
1.20112,1.81196
1.09053,-2.01662
1.44896,1.93872
1.44618,-1.58754
1.30313,1.01501
1.6826,0.182362
1.57152,-0.461782
1.59242,0.772078
1.49865,-1.68951
1.26027,-0.072036
1.52112,2.02485
1.41185,-1.26286
1.37099,0.656564


# initial_x = 0.55
x,y
0.550331,0.0661682
0.565287,-0.643618
0.709902,-2.31875
1.32396,2.10261
1.31932,-1.87471
1.38211,0.986472
1.675,0.326483
1.58492,-0.333924
1.61594,0.857527
1.55838,-1.17234
1.43942,-0.69428
1.36495,0.246084
1.44736,-0.421967
1.34466,0.0416053
1.48721,-0.13379
1.30498,-0.402497
1.53088,1.25823
1.40724,-1.97168
1.26657,1.31813
1.3929,-2.34624
1.26682,0.984683
1.6835,-0.223889
1.58616,-0.21059
1.65014,0.44215
1.59873,-0.653808
1.62299,0.69776
1.55928,-1.21197
1.47131,-0.592462
1.3366,0.249347
1.51341,0.0626084
1.41086,-0.685521
1.38617,0.0220679
1.39768,-0.395961
1.3945,-0.189555
1.38705,-0.330842
1.40297,-0.242697
1.3804,-0.254817
1.41198,-0.323369
1.36973,-0.179503
1.43365,-0.297821
1.35125,-0.0816814
1.47576,-0.143366
1.31257,-0.265576
1.53621,0.955462
1.43292,-2.04073
1.28225,0.883946
1.66222,0.880152
1.52234,-0.765103
1.28211,-0.187242
1.51592,1.77875
1.51277,-1.22242
1.28125,0.0920903
1.5328,1.58634
1.50352,-1.39948
1.28106,0.180049
1.53913,1.51472
1.4974,-1.4657
1.28301,0.244661
1.54472,1.42883
1.48577,-1.56385
1.28767,0.39393
1.55296,1.32561
1.49301,-1.54235
1.28919,0.475945
1.5565,1.35935
1.50855,-1.42703
1.27968,0.182834
1.54401,1.5102
1.51418,-1.32599
1.27838,0.09577
1.54026,1.58218
1.51926,-1.24281
1.27529,-0.00970859
1.53406,1.71286
1.52052,-1.11023
1.27936,-0.016922
1.52082,1.73638
1.51762,-1.22171
1.27692,-0.00869729
1.52121,1.76852


# initial_x = 0.6
x,y
0.600316,0.0631866
0.604416,-0.541307
0.619182,-1.77721
1.29021,3.06591
1.03229,0.634169
1.04977,-2.51021
1.35063,1.64884
1.19448,-2.23115
1.40894,1.11721
1.57082,-1.61528
1.54409,-0.182401
1.47943,-0.500143
1.32517,0.112246
1.52937,0.302985
1.61111,1.0382
1.56043,-1.04961
1.46729,-0.597611
1.34003,0.252549
1.50694,-0.00481143
1.33911,-0.68026
1.50819,0.269278
1.57391,0.670748
1.50064,-1.78716
1.24946,-0.258601
1.52708,2.13691
1.25821,-1.28475
1.48907,1.82535
1.48656,-1.38507
1.30401,0.632666
1.55402,1.49549
1.53014,-1.23125
1.26273,-0.341036
1.49969,2.17607
1.34634,-1.32178
1.43861,0.202892
1.35918,-0.567276
1.46862,-0.0431861
1.31514,-0.395321
1.53522,0.903642
1.44172,-2.03979
1.27693,0.681833
1.5704,1.6382
1.51971,-0.963324
1.2817,-0.0661604
1.52421,1.7112
1.51113,-1.26902
1.27891,0.0543346
1.53195,1.64792
1.51086,-1.3013
1.27623,0.0135162
1.52925,1.72602
1.52513,-1.09632
1.27726,-0.0288613
1.52886,1.72874
1.52312,-1.10759
1.27864,-0.00618072
1.53294,1.6674
1.52173,-1.17104
1.27666,-0.0157337
1.53283,1.70309
1.52165,-1.12527
1.27797,-0.0252922
1.51743,1.78421
1.5202,-1.16425
1.27718,-0.0264821
1.51856,1.78835
1.5195,-1.15583
1.27758,-0.0319049
1.52033,1.77142
1.5183,-1.17514
1.27732,-0.0342109
1.52179,1.76552
1.51735,-1.17956
1.27741,-0.0381249
1.5234,1.75348
1.51624,-1.19208
1.27754,-0.00407038
1.52493,1.74458
1.51521,-1.20029
1.27757,-0.00754651


# initial_x = 0.65
x,y
0.650299,0.0597551
0.637401,-0.562499
0.618949,-1.69271
1.42817,2.93739
1.02371,0.956326
0.949349,-2.17679
1.42865,1.99536
1.44498,-1.5515
1.30799,1.1037
1.65655,-0.847077
1.60622,0.136886
1.60739,-1.0605
1.61846,0.486742
1.55209,-1.35505
1.35104,-0.857253
1.47106,0.0273059
1.32621,-0.525394
1.53138,0.645195
1.59788,-1.29253
1.58739,0.299852
1.58739,-1.3057
1.58984,0.430534
1.55566,-1.50233
1.44162,-0.762091
1.35839,0.313435
1.46793,-0.331961
1.3263,-0.0459282
1.52697,0.32327
1.61487,1.02284
1.57254,-0.876749
1.50113,-0.43042
1.30164,-0.110947
1.53715,1.18903
1.41603,-1.96948
1.27717,1.23514
1.47032,-2.14812
1.24229,-0.134644
1.56184,1.9616
1.25902,-1.26037
1.4754,1.97102
1.49472,-1.2271
1.30618,0.589398
1.56298,1.22502
1.49286,-1.56986
1.28697,0.417654
1.55574,1.35443
1.50376,-1.45824
1.2828,0.243276
1.54985,1.40705
1.50107,-1.45625
1.28584,0.285826
1.54012,1.44604
1.48881,-1.55675
1.29122,0.44966
1.54766,1.41818
1.49829,-1.50434
1.28393,0.252009
1.54023,1.48153
1.49586,-1.49658
1.28719,0.293674
1.54481,1.40324
1.48375,-1.59143
1.28789,0.489716
1.55164,1.39437
1.4971,-1.5108
1.28027,0.232003
1.54101,1.50615
1.49948,-1.45487
1.28127,0.205484
1.54178,1.48783
1.49492,-1.48842
1.28362,0.258388
1.54677,1.40427
1.48265,-1.58703
1.28857,0.416174
1.55485,1.31892
1.49471,-1.5315
1.28824,0.423404
1.55602,1.33161
1.49927,-1.496


# initial_x = 0.7
x,y
0.700279,0.0558363
0.661583,-0.677239
0.654461,-1.91287
1.27047,2.86668
1.04395,-0.399751
1.20696,-2.81439
1.10298,1.92382
1.09654,-1.81582
1.39485,2.72355
1.06455,-0.428668
1.30849,-2.76314
1.22119,1.30185
1.28669,-2.50669
1.18095,1.77273
1.06393,-2.0259
1.44207,2.04794
1.46627,-1.38173
1.31502,0.877513
1.62306,1.30787
1.52297,-0.816154
1.2827,-0.12966
1.51698,1.74757
1.5137,-1.25087
1.28073,0.06473
1.5295,1.62904
1.50982,-1.34079
1.27941,0.0787664
1.53083,1.63919
1.51247,-1.3089
1.27621,0.0440759
1.5262,1.73631
1.51704,-1.19304
1.27614,-0.0342623
1.52256,1.79463
1.5133,-1.15768
1.28202,0.0471422
1.53402,1.58176
1.50139,-1.40828
1.28152,0.168434
1.5419,1.49159
1.50854,-1.38392
1.28373,0.24367
1.54785,1.39739
1.4969,-1.49273
1.28889,0.404161
1.55609,1.30277
1.49183,-1.55056
1.28926,0.437965
1.55813,1.32233
1.50031,-1.48847
1.28411,0.272234
1.53849,1.48676
1.49632,-1.49768
1.28779,0.33429
1.54383,1.40776
1.48577,-1.58357
1.29175,0.46382
1.54924,1.42501
1.50232,-1.47274
1.28006,0.157123
1.53498,1.58692
1.50951,-1.35814
1.277,0.0904184
1.52936,1.68329
1.516,-1.24691
1.27474,-0.0281599
1.52173,1.81839
1.51194,-1.13665
1.28507,0.0912143
1.53869,1.471
1.48286,-1.56801
1.29011,0.459169
1.55521,1.32166
1.48229,-1.61333
1.28668,0.391772
1.55353,1.34601
1.49819,-1.5013
1.28693,0.371279
1.55426,1.32847
1.494,-1.53031


# initial_x = 0.75
x,y
0.750257,0.0513927
0.679327,-0.861587
0.753453,-2.37378
1.33276,2.02908
1.29351,-1.94938
1.39222,0.970904
1.67386,0.347542
1.58577,-0.338265
1.61762,0.847828
1.56096,-1.1461
1.46337,-0.610176
1.34434,0.281675
1.49802,-0.166557
1.30777,-0.484164
1.52985,1.29914
1.40676,-1.95231
1.27419,1.28309
1.42628,-2.28045
1.26352,0.418788
1.54633,1.74155
1.51835,-1.03043
1.28129,-0.0330992
1.52653,1.68587
1.5104,-1.29009
1.27841,0.0552806
1.53194,1.65588
1.51174,-1.28757
1.27576,-0.00444934
1.52811,1.74813
1.52414,-1.07889
1.27918,-0.00520485
1.53196,1.66598
1.52194,-1.17763
1.27684,-0.00197611
1.53237,1.69896
1.52275,-1.12728
1.27713,-0.032264
1.53236,1.70498
1.52107,-1.12935
1.27846,-0.0160008
1.51879,1.76432
1.51964,-1.18597
1.27668,-0.0250788
1.51861,1.79493
1.5194,-1.14701
1.27798,-0.0310835
1.521,1.76031
1.5179,-1.18818
1.27703,-0.0337793
1.52192,1.76885
1.51727,-1.17478
1.27781,-0.00150132
1.52383,1.74746
1.51596,-1.19904
1.27739,-0.00443088
1.52511,1.74566
1.51509,-1.19846
1.27768,-0.00804178
1.52683,1.72994
1.51389,-1.21515
1.27746,-0.0112847
1.52823,1.72408
1.52455,-1.10939
1.2776,-0.0145837
1.52985,1.71071
1.52353,-1.12328
1.27747,-0.0179302
1.53129,1.70305
1.52256,-1.1301
1.27755,-0.0211579
1.53286,1.69076
1.52152,-1.14245
1.27745,-0.0245172
1.5343,1.68213
1.52053,-1.15029
1.27749,-0.0277409
1.51856,1.78415
1.51948,-1.16176
1.27741,-0.0310874
1.52009,1.77544


# initial_x = 0.8
x,y
0.800232,0.0463868
0.696103,-1.10322
1.00381,-2.96588
0.948091,2.17337
1.04303,-1.24926
1.59007,-2.05918
1.22022,-0.803857
1.58882,2.00984
1.11022,-0.644692
1.53001,-2.25763
1.26794,-0.874614
1.46791,2.28207
1.31763,-1.37103
1.466,0.296383
1.40141,-0.663541
1.39324,-0.0657062
1.38562,-0.373658
1.40984,-0.244479
1.371,-0.209969
1.43469,-0.259465
1.34937,-0.135651
1.4791,-0.0969793
1.31088,-0.301629
1.54189,0.991192
1.41345,-2.03523
1.26725,1.26361
1.41906,-2.30964
1.26438,0.411337
1.55115,1.71114
1.52493,-0.948085
1.2821,-0.0273205
1.53275,1.61976
1.51676,-1.25758
1.27988,0.0934093
1.53994,1.55853
1.51595,-1.28899
1.27805,0.0685766
1.53895,1.60579
1.52029,-1.21749
1.275,-0.0300781
1.51526,1.84356
1.51891,-1.10097
1.28189,0.0176678
1.52578,1.64911
1.50946,-1.34018
1.28127,0.119653
1.53266,1.58559
1.5062,-1.38779
1.28152,0.137642
1.53523,1.56145
1.50397,-1.40974
1.28044,0.186066
1.53759,1.53433
1.50062,-1.44005
1.28167,0.215887
1.5413,1.48017
1.49319,-1.50495
1.28489,0.307617
1.54811,1.3716
1.47842,-1.62274
1.2896,0.494218
1.55588,1.36968
1.51103,-1.40903
1.27848,0.162428
1.54086,1.55702
1.51918,-1.26762
1.27591,0.0313468
1.53347,1.69371
1.52386,-1.12029
1.27614,-0.0519373
1.53012,1.74423
1.51981,-1.09748
1.28198,0.0284375
1.54042,1.53842
1.51018,-1.33784
1.28159,0.136472
1.53191,1.581
1.50554,-1.39921
1.28281,0.178094
1.53629,1.52499


# initial_x = 0.85
x,y
0.850204,0.0407813
0.720522,-1.40089
1.51296,-2.58649
1.19483,0.00901772
1.68949,0.782344
1.30409,-1.19586
1.51702,0.739657
1.58546,-1.40919
1.56153,-0.017393
1.61947,0.901783
1.57192,-0.955015
1.50022,-0.449196
1.30229,-0.100854
1.53939,1.13894
1.41216,-1.99856
1.27682,1.23525
1.46062,-2.18193
1.24706,-0.0223454
1.53345,2.05776
1.33591,-1.30033
1.45594,0.194192
1.35891,-0.60447
1.47,-0.0148141
1.31542,-0.427633
1.53369,0.932155
1.43651,-2.04775
1.28367,0.765438
1.6087,1.45972
1.49444,-0.967608
1.31105,0.415041
1.55326,0.726909
1.48786,-1.89017
1.25083,-0.173484
1.53397,2.08211
1.27941,-1.31595
1.51251,1.06834
1.39849,-2.14294
1.26652,1.25218
1.42481,-2.28366
1.26928,0.531854
1.55163,1.75223
1.51933,-0.958639
1.28579,0.00406888
1.52869,1.56299
1.49346,-1.48713
1.29148,0.3841
1.54804,1.35036
1.47901,-1.6356
1.29338,0.527772
1.55246,1.48065
1.52024,-1.31341
1.26673,-0.167725
1.51086,2.04887
1.42813,-1.23976
1.35577,0.746238
1.56944,1.12885
1.47887,-1.69116
1.28366,0.415683
1.55068,1.42607
1.49959,-1.47788
1.27823,0.148704
1.5385,1.58062
1.52102,-1.2449
1.27563,0.0231172
1.5311,1.71825
1.52454,-1.09836
1.27712,-0.0379879
1.52979,1.72706
1.52199,-1.11066
1.27924,-0.00193251
1.53513,1.63889
1.51984,-1.20381
1.27672,-0.00487382
1.53509,1.68099
1.52108,-1.14331
1.27701,-0.0396354
1.51738,1.80296
1.51925,-1.14427
1.27862,-0.0197242
1.5218,1.74157


# initial_x = 0.9
x,y
0.900173,0.0345386
0.765545,-1.75672
1.62352,2.10256
1.08756,0.695315
1.26397,-2.64108
1.16157,1.77277
1.05163,-1.98285
